suburb,breed,type,colour,registered,age,animal_nam
 ST ALBANS PARK ,Chihuahua,Dog,Cream,F,12,Schmooghy
 ST ALBANS PARK ,Border Collie,Dog,Black/White,T,12,Digger
 ST ALBANS PARK ,Keeshond,Dog,Black/White,T,10,Patrick
 LEOPOLD ,Terrier/Cross,Dog,White/Brown,T,5,Missy
 ARMSTRONG CREEK ,Jack Russell/Pomeranian,Dog,Black,T,6,Poppy
 BELL PARK ,Domestic,Cat,Black/White,T,0,Rupert fluffington
 ARMSTRONG CREEK ,Domestic Short Haired,Cat,Black/White,F,3,Matt Damon
 ARMSTRONG CREEK ,French Bulldog,Dog,Fawn,T,1,Mango
 MARSHALL ,Pomeranian,Dog,Tan,T,8,Buddy
 ARMSTRONG CREEK ,Domestic,Cat,Brown,F,3,Winnie
 DRYSDALE ,Domestic,Cat,Tabby/White,T,10,Ollie
 DRYSDALE ,German S/H Pointer,Dog,Liver/White,F,6,Billy
 OCEAN GROVE ,Domestic,Cat,Grey,T,8,AJ
 ARMSTRONG CREEK ,Border Collie,Dog,Black/White,T,10,Bella
 CURLEWIS ,Jack Russell/Fox Terrier,Dog,Black/White,T,,Axel
 CLIFTON SPRINGS ,Boxer,Dog,Red/White,T,5,Arlie
 ARMSTRONG CREEK ,Jack Russell,Dog,Tan/White,T,9,Harry
 OCEAN GROVE ,Terrier/Cross,Dog,Tri Colour,T,1,Snoopy
 ARMSTRONG CREEK ,Domestic Short Haired,Cat,Tabby,F,16,Felix
 ARMSTRONG CREEK ,Maltese/Shih Tzu,Dog,White,T,9,Penny
 OCEAN GROVE ,Boxer,Dog,Red/White,T,11,Roxy
 ARMSTRONG CREEK ,Domestic,Cat,Black/White,T,3,Pat-Erick
 HIGHTON ,Domestic,Cat,White/Grey,T,8,Silvester
 LEOPOLD ,Birman,Cat,Fawn,F,14,Kaiya
 BELMONT ,Ragdoll,Cat,White/Grey,F,2,Tinky
 ARMSTRONG CREEK ,Cavalier KC Spaniel/Cockerspaniel,Dog,Gold/White,T,7,Wilfred
 ARMSTRONG CREEK ,Staffordshire,Dog,Tan/White,T,10,Scoob
 OCEAN GROVE ,Domestic Long Haired,Cat,Ginger/White,T,13,Tiger
 OCEAN GROVE ,Pug,Dog,Fawn/Black,T,8,Slippers
 ST ALBANS PARK ,Staffordshire/Ridgeback,Dog,Brindle/White,T,0,Taz
 ARMSTRONG CREEK ,Whippet,Dog,Blue,T,3,Skipper
 INDENTED HEAD ,Fox Terrier,Dog,Tri Colour,F,2,Lola
 OCEAN GROVE ,Labrador/Kelpie,Dog,Black,T,8,Max
 ARMSTRONG CREEK ,Italian Greyhound/Cross,Dog,Sandy,T,14,Sandy
 ARMSTRONG CREEK ,Cavalier KC Spaniel,Dog,Apricot,T,2,Muffin
 ARMSTRONG CREEK ,Pug,Dog,Fawn,T,4,ISAAC
 WANDANA HEIGHTS ,Pointer/Labrador,Dog,Black,T,8,Jack
 HIGHTON ,Cavalier KC Spaniel,Dog,Red/White,T,2,Max
 HIGHTON ,Cavalier KC Spaniel,Dog,Tri Colour,T,5,Koby
 HIGHTON ,Chihuahua/Cross,Dog,Black,T,13,Ace
 BELL PARK ,Red Heeler/Cross,Dog,White/Brown,T,13,Jemma
 BELMONT ,Maltese Cross,Dog,White/Tan,T,10,Huey
 HIGHTON ,Schnauzer/Poodle,Dog,Black/White,T,3,Delilah
 CURLEWIS ,Samoyed,Dog,White,T,8,Chilly
 OCEAN GROVE ,Pomeranian/Terrier,Dog,Tan,F,14,Jack
 NORTH GEELONG ,Jack Russell/Cross,Dog,White/Black,F,5,Stevie Wonder Dog
 NORTH GEELONG ,Cavalier KC Spaniel,Dog,Black/Tan,T,4,Rose
 NORLANE ,Cockerspaniel,Dog,Red/Roan,T,5,Toby
 LEOPOLD ,Chihuahua/Jack Russell,Dog,Tri Colour,T,3,Milly
 OCEAN GROVE ,Miniature/Fox Terrier,Dog,Tri Colour,T,8,Rosco
 OCEAN GROVE ,Cockerspaniel,Dog,Brown,T,9,Carter
 LEOPOLD ,Labrador,Dog,Black,T,3,Shadow
 THOMSON ,Collie/Rough,Dog,Tri Colour,T,9,Jennie
 CURLEWIS ,German S/H Pointer/Cross,Dog,Liver/White,T,1,Chester
 ARMSTRONG CREEK ,Bernese Mountain Dog,Dog,Tri Colour,F,2,Ernie
 OCEAN GROVE ,Retriever,Dog,Golden,F,7,Ruby
 ARMSTRONG CREEK ,Domestic Long Haired,Cat,Grey/ White,F,6,Baby
 ARMSTRONG CREEK ,Papillion,Dog,White/Brown,F,4,Felicity
 NEWCOMB ,Cavalier KC Spaniel,Dog,Black/Tan,T,10,Sam
 DRYSDALE ,Fox Terrier,Dog,Tri Colour,T,8,Buddy
 ARMSTRONG CREEK ,Domestic Long Haired,Cat,White,T,6,Austin
 ARMSTRONG CREEK ,Maltese/Bichon Frise,Dog,White,T,14,Misha
 DRYSDALE ,Fox Terrier/Kelpie,Dog,Black/White,F,4,Millie
 GROVEDALE ,Chihuahua/Cross,Dog,Black/White,F,15,Fleur
 OCEAN GROVE ,Golden Retriever,Dog,Gold/White,T,7,MOLLY
 NORLANE ,Labrador,Dog,Yellow/Cream,F,5,Janita
 CURLEWIS ,Siberian Husky,Dog,White,T,3,Max
 HIGHTON ,Labrador/Golden Retriever,Dog,Golden,T,3,Mulu
 ARMSTRONG CREEK ,Labrador,Dog,Yellow,T,8,Max
 MOUNT DUNEED ,Jack Russell/Maltese,Dog,White/Brown,T,6,Kyzo
 MOUNT DUNEED ,Whippet,Dog,White/Grey,T,6,Patch
 ARMSTRONG CREEK ,Staffordshire,Dog,White/Tan,T,4,Lulu
 LARA ,Labrador,Dog,Chocolate,T,6,Bella
 OCEAN GROVE ,Domestic Long Haired,Cat,Tortishell,T,11,Roxy
 ARMSTRONG CREEK ,Miniature/Fox Terrier,Dog,White/Brown,F,7,Gus
 POINT LONSDALE ,Bull Mastiff/Labrador,Dog,Tan/Black,T,7,Gemma
 POINT LONSDALE ,Staffordshire,Dog,Brindle,T,5,Jasper
 NORLANE ,Labrador,Dog,Golden,T,1,Raja
 GROVEDALE ,Sheltie,Dog,Sable,T,14,Katie
 HAMLYN HEIGHTS ,Staffordshire,Dog,Brindle/White,F,8,Ali
 OCEAN GROVE ,Domestic Long Haired,Cat,Tabby,F,10,Stars
 GROVEDALE ,Labrador,Dog,Yellow,T,4,Buddy
 MARSHALL ,Maltese Cross,Dog,Golden,F,4,Princess
 LARA ,Shih Tzu/Maltese,Dog,White/Brown,T,13,Moby
 HIGHTON ,Labrador/Great Dane,Dog,Black,F,13,Brodie
 NORTH GEELONG ,Golden Retriever,Dog,Golden,T,4,Izzi
 NORLANE ,Cross,Dog,Black/White,F,7,Hemingway
 GROVEDALE ,Toy/Poodle,Dog,Black,T,4,Kirby
 NORTH SHORE ,Dachshund,Dog,Tan,T,5,Maddie
 GROVEDALE ,Staffordshire/Bull Terrier,Dog,Blue/Fawn,F,5,Nate
 NORTH SHORE ,Dachshund,Dog,Red/Tan,T,5,Will
 THOMSON ,Maltese Cross,Dog,White,T,12,Imelda
 DRYSDALE ,Maltese Cross,Dog,White/Brown,T,1,Alfie
 DRYSDALE ,Domestic Long Haired,Cat,White,T,1,Pebbles
 NORLANE ,Fox Terrier/Cross,Dog,Black,F,6,Milo
 HIGHTON ,Cavalier KC Spaniel/Poodle,Dog,Apricot,T,2,Pendles
 WANDANA HEIGHTS ,Pug/Shih Tzu,Dog,Black,T,,Charli
 LARA ,Maltese/Shih Tzu,Dog,White,F,4,Lucy
 ARMSTRONG CREEK ,Border Collie,Dog,Black/White,T,3,Carlo
 LEOPOLD ,Staffordshire/Cross,Dog,Tan/White,T,4,Rosie
 OCEAN GROVE ,Domestic Short Haired,Cat,Tri Colour,T,1,Abbi
 NORLANE ,Domestic Short Haired,Cat,Ginger,T,2,Kyo
 CURLEWIS ,Kelpie/Cross,Dog,Black/Tan,T,5,Dash
 OCEAN GROVE ,Border Collie,Dog,Black/White,T,4,Taj
 ARMSTRONG CREEK ,Domestic,Cat,Black/Tortishell,T,0,Isla
 ARMSTRONG CREEK ,Kelpie/Border Collie,Dog,Black/White,F,7,Addie
 NORTH GEELONG ,Labrador/Retriever,Dog,Black,T,10,Nugget
 NORTH GEELONG ,Cavalier KC Spaniel/Poodle,Dog,Tan/White,T,7,Oscar
 ARMSTRONG CREEK ,Border Collie,Dog,Black/White,T,11,Ike
 LARA ,Staffordshire/Cross,Dog,Tan/White,F,7,Dash
 ARMSTRONG CREEK ,Domestic Short Haired,Cat,Grey,T,0,Smudge
 OCEAN GROVE ,Maltese,Dog,Ginger/Red,T,1,Toby
 OCEAN GROVE ,Golden Retriever/Cross,Dog,Golden,T,10,Harley
 GROVEDALE ,Maltese/ Terrier,Dog,Black/White,F,4,Archie
 HIGHTON ,Domestic Short Haired,Cat,Tortishell,T,5,Maizee
 OCEAN GROVE ,Border Collie,Dog,Black/White,T,5,Jess
 POINT LONSDALE ,Domestic Short Haired,Cat,White/Tabby,T,7,George
 WALLINGTON ,Persian Cross,Cat,Grey,T,10,Harrison
 LARA ,Miniature/Schnauzer,Dog,Pepper/Salt,F,4,Barney
 BELMONT ,Cavalier KC Spaniel/Poodle,Dog,White/Black,T,0,Meiko
 ARMSTRONG CREEK ,Kelpie/Cross,Dog,Black/Tan,T,4,Dot
 OCEAN GROVE ,Jack Russell,Dog,White/Tan,F,15,Trevor
 OCEAN GROVE ,Jack Russell,Dog,White/Tan,F,14,Terri
 LEOPOLD ,Domestic Short Haired,Cat,Charcoal/Tabby,T,12,Mia
 BARWON HEADS ,Border Collie,Dog,Brown/White,T,5,Jimmy
 BARWON HEADS ,Schnauzer,Dog,Pepper/Salt,T,10,Winston
 BELMONT ,Kelpie/Cross,Dog,Black/Tan,T,6,Angus
 GROVEDALE ,Maltese/Shih Tzu,Dog,White,T,6,Rossy
 MARSHALL ,Staffordshire/Cross,Dog,Tri Colour,T,5,Bella
 LARA ,Cavalier KC Spaniel/Cross,Dog,Black/White,T,12,Maggie
 OCEAN GROVE ,Border Collie,Dog,Blue Merle,T,4,Tilli
 CONNEWARRE ,Jack Russell,Dog,White/Tan,T,6,Piper
 WAURN PONDS ,Terrier/Cross,Dog,Tan,F,11,Pocohontas
 MANIFOLD HEIGHTS ,Border Collie/Cross,Dog,Black/White,T,13,LEO
 MANIFOLD HEIGHTS ,Pomeranian,Dog,Tan,T,9,Theodore
 HIGHTON ,Maltese/Shih Tzu,Dog,Black/Brown,T,10,Elvis
 HIGHTON ,Maltese/Shih Tzu,Dog,Black/White,T,4,Bella
 ARMSTRONG CREEK ,Domestic Short Haired,Cat,Tabby,T,0,Shadow
 HIGHTON ,Australian Terrier,Dog,Black/Tan,F,5,Stan
 GEELONG WEST ,Border Collie,Dog,Black/White,T,8,Keelie
 GROVEDALE ,German Shepherd,Dog,Sable,T,9,Rex
 ST ALBANS PARK ,Labrador/Poodle,Dog,Grey,T,3,Bobo
 GROVEDALE ,Cattle Dog/Cross,Dog,Tan/White,T,3,Olly
 GROVEDALE ,Border Collie/Labrador,Dog,Black/White,T,4,Spook
 BELMONT ,Pointer/Cross,Dog,White/Tan,F,4,Alice
 HIGHTON ,Border Collie,Dog,Blue/White,T,3,Callie
 WAURN PONDS ,Cavalier KC Spaniel/Poodle,Dog,Cream,T,3,Lui
 BELMONT ,Bull Mastiff/Cross,Dog,Fawn,F,8,Samson
 BELMONT ,Greyhound,Dog,Black/White,F,5,Sherlock
 BELMONT ,Domestic,Cat,Silver,T,13,Corey
 HIGHTON ,Domestic,Cat,Grey,T,13,Mishcief
 GROVEDALE ,Domestic,Cat,Black,T,1,Dio
 GROVEDALE ,German S/H Pointer,Dog,Black,T,5,Gypsy
 HIGHTON ,Poodle,Dog,Apricot,T,6,Cindy
 GROVEDALE ,Domestic Short Haired,Cat,Tabby/Tortishell,T,12,Princess
 HIGHTON ,Domestic,Cat,Black/White,T,1,Rocky
 GROVEDALE ,Domestic,Cat,Orange,F,14,Tigger
 BELMONT ,Australian Bulldog,Dog,Fawn/White,T,3,Hacksaw
 BELMONT ,Domestic,Cat,Tabby,F,4,Max
 GROVEDALE ,Bull Mastiff/Cross,Dog,Black/Tan,F,2,Anubis
 HIGHTON ,Boxer,Dog,Red/White,F,10,Chester
 GROVEDALE ,Staffordshire/Cross,Dog,Golden,T,2,Zena
 BARWON HEADS ,Burmilla,Cat,Tabby,T,14,Tips
 HIGHTON ,Domestic Short Haired,Cat,Grey/Tortishell,T,12,Bella
 HIGHTON ,Domestic Short Haired,Cat,Grey,T,3,Mahem
 HIGHTON ,Domestic Short Haired,Cat,Tabby/White,T,5,Charlie
 WAURN PONDS ,Domestic Short Haired,Cat,White/Tortishell,T,14,Misty
 HIGHTON ,Domestic,Cat,Black,F,9,Bekham
 HIGHTON ,French Bulldog,Dog,Brown,T,9,Frenchy
 NEWTOWN ,Domestic Short Haired,Cat,Cream/Ginger,T,6,Creamy
 GEELONG WEST ,Domestic,Cat,Ginger,T,19,Rodge
 NEWTOWN ,Domestic,Cat,Ginger/White,T,7,Henry
 NEWTOWN ,Jack Russell,Dog,White/Tan,F,5,Rosie
 NEWTOWN ,Weimaraner,Dog,Grey,T,8,Perry
 HIGHTON ,Boxer,Dog,Fawn/White,T,2,Laila
 NEWTOWN ,Burmese,Cat,Chocolate,T,5,Larnie
 GEELONG WEST ,Domestic,Cat,White/Ginger,T,15,Charlie
 GROVEDALE ,German Shepherd,Dog,Black/Tan,T,2,Ruben
 MANIFOLD HEIGHTS ,Border Collie/Cross,Dog,Black/White,T,13,Dyson
 BARWON HEADS ,German Shepherd/Cross,Dog,Black/Tan,T,4,Dahei
 NEWTOWN ,Maltese/Shih Tzu,Dog,White,T,12,Coodu
 NEWTOWN ,Cavalier KC Spaniel/Poodle,Dog,Black/White,T,4,Charlie
 NEWTOWN ,Domestic,Cat,Brown/Orange,F,1,Tulip
 NEWTOWN ,Labrador/Poodle,Dog,Black,F,9,Saffy
 NEWTOWN ,Cavalier KC Spaniel/Poodle,Dog,Black,T,8,Henry
 GROVEDALE ,Bichon Frise,Dog,Cream/Black,T,3,Teddy
 GROVEDALE ,Staffordshire,Dog,Black/White,F,9,Elle
 MOUNT DUNEED ,Golden Retriever,Dog,Golden,T,1,Billy
 BELMONT ,Maltese Cross,Dog,Apricot/White,T,5,Snow Dew Drop
 BELMONT ,Russian Blue,Cat,Grey,T,3,Sasha
 BELMONT ,Cavalier KC Spaniel,Dog,Red,T,1,Bruce
 BELMONT ,British/Short Haired,Cat,Grey/ White,T,11,Florence
 BELMONT ,Spoodle,Dog,Chocolate,F,2,Rocco
 OCEAN GROVE ,Akita,Dog,Tri Colour,T,5,Lilly
 NORLANE ,Jack Russell/Cross,Dog,White/Brown,T,3,Milo
 LARA ,Maltese Cross,Dog,Cream/Tan,T,12,Patches
 HIGHTON ,Labrador,Dog,Honey,T,0,Jaffa
 WAURN PONDS ,Pug,Dog,Black,T,5,Harley
 BELMONT ,Corgi/Jack Russell,Dog,Black/White,T,8,Scamp
 GEELONG WEST ,Staffordshire/Bull Terrier,Dog,Brindle,T,12,Gromit
 BELMONT ,Staghound/Cross,Dog,Tan,F,1,Banga
 GROVEDALE ,Rottweiler,Dog,Black/Tan,F,4,Belladonna
 HIGHTON ,Kelpie,Dog,Brown,F,2,Summer
 GROVEDALE ,Cavalier KC Spaniel,Dog,Blenheim/White,T,5,Alice
 HIGHTON ,Whippet,Dog,Blue/Brindle,T,8,Murray
 HIGHTON ,Beagle,Dog,Tri Colour,T,10,Lu-Lu
 HIGHTON ,Shih Tzu/Cross,Dog,White/Tan,T,1,Matthew
 HIGHTON ,Whippet,Dog,White/Black,T,0,Mali
 WAURN PONDS ,Maltese Cross,Dog,Tri Colour,T,3,Oscar
 NEWTOWN ,Whippet,Dog,Black/White,T,4,Black Betty
 GEELONG WEST ,Cavalier KC Spaniel,Dog,Blenheim,F,6,Emma
 NEWTOWN ,Beagle/Cross,Dog,Tri Colour,T,5,Bagel
 HERNE HILL ,Labrador,Dog,Black,T,9,NELLIE
 HIGHTON ,Boston Terrier,Dog,Black/White,F,2,Tilly
 GROVEDALE ,Shih Tzu/Maltese,Dog,Black/White,T,7,Jack
 MANIFOLD HEIGHTS ,Golden Retriever/Poodle (Groodle),Dog,Golden,T,2,Rusty
 GROVEDALE ,Cavalier KC Spaniel,Dog,Blenheim,T,1,Ninja
 GROVEDALE ,Red Heeler/Cross,Dog,Brown,T,7,Buster
 NEWTOWN ,Labrador/Husky,Dog,Cream/Brown,T,6,Keira
 BELMONT ,American Bull Dog,Dog,White/Black,T,1,Romulus
 NEWTOWN ,Spoodle,Dog,Apricot,T,5,Aggie
 NEWTOWN ,Ridgeback/Staffordshire,Dog,Sable,T,9,Mouse
 NEWTOWN ,Domestic Short Haired,Cat,Tabby/Grey,T,0,Luka
 NEWTOWN ,Maltese,Dog,Black/White,T,9,Sharni
 NEWTOWN ,Burmese,Cat,Blue,T,8,Ella
 HIGHTON ,Border Collie/Cross,Dog,Black/White,T,8,Daisy
 GROVEDALE ,Domestic Short Haired,Cat,Tortishell,T,4,Lilly
 NEWTOWN ,Jack Russell,Dog,Tan/White,T,7,Jed
 HIGHTON ,Kelpie/Cross,Dog,Tri Colour,T,11,Harry
 HIGHTON ,Domestic Short Haired,Cat,Tri Colour,T,1,Barney
 NEWTOWN ,German Shepherd,Dog,Black/Gold,T,4,Bella
 NEWTOWN ,Domestic,Cat,Ginger/White,T,2,Toby
 HIGHTON ,Domestic,Cat,Black/White,T,9,Fonzy
 GEELONG WEST ,Border Collie,Dog,Black/White,T,6,Bonnie
 NEWTOWN ,Kelpie/Cross,Dog,Black/White,T,9,Jake
 ARMSTRONG CREEK ,Domestic,Cat,Black,T,7,LOUIS
 LEOPOLD ,Greyhound,Dog,Fawn,T,9,Dan
 DRYSDALE ,Domestic Short Haired,Cat,Champagne,T,1,Paddy
 ARMSTRONG CREEK ,Domestic Short Haired,Cat,Black/White,T,12,Tommy
 ARMSTRONG CREEK ,Domestic Short Haired,Cat,Grey,T,4,Gracie
 NORLANE ,West Highland Terrier,Dog,White,T,2,Misty
 CURLEWIS ,Domestic,Cat,Silver/White,T,6,Coco
 ARMSTRONG CREEK ,American Staffordshire Cross,Dog,Brindle/White,T,4,Izzy
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,Black/White,T,11,Jasper
 HAMLYN HEIGHTS ,Domestic Short Haired,Cat,Black,T,11,Florence
 NEWCOMB ,Maltese/Shih Tzu,Dog,Tan,T,5,Sadie
 MOUNT DUNEED ,Schnauzer,Dog,Black,F,3,Maci
 OCEAN GROVE ,Kelpie/Cross,Dog,Black/Tan,T,4,Dallas
 LARA ,Labrador Cross,Dog,Black/White,T,4,Macy
 CORIO ,Bull Terrier/Miniature,Dog,Brindle/White,T,1,Dakota
 NORTH GEELONG ,Jack Russell,Dog,Black/White,F,5,Digby
 ARMSTRONG CREEK ,Domestic Short Haired,Cat,Grey/ White,T,11,Zed
 ARMSTRONG CREEK ,Dachshund/Miniature,Dog,Tan/Red,T,8,Lucy
 GROVEDALE ,Jack Russell,Dog,Brown/White,T,6,Ace
 MOUNT DUNEED ,Shih Tzu,Dog,Tri Colour,F,4,Buddy
 GROVEDALE ,Domestic,Cat,Ginger,T,10,Rudy
 GEELONG WEST ,Schnauzer,Dog,Pepper/Salt,T,4,Ruffigan (Ruffy)
 HIGHTON ,Burmese,Cat,Chocolate,T,2,Custard
 WAURN PONDS ,Jack Russell/Fox Terrier,Dog,Tan,T,10,Tasha
 HIGHTON ,Staffordshire/Cross,Dog,Black/Brindle,F,,Sumo
 HIGHTON ,Domestic Short Haired,Cat,Chocolate/Tabby,T,5,Buffy
 ARMSTRONG CREEK ,Domestic,Cat,Tortishell,T,3,Minx
 BELMONT ,Maltese/Shih Tzu,Dog,White/Tan,F,12,Max
 BELMONT ,Hungarian Vizsla,Dog,Tan,T,4,zoe
 NORLANE ,Domestic Short Haired,Cat,Tabby,T,2,Elfie
 GROVEDALE ,Domestic,Cat,Black/White,F,3,Zeedo
 GROVEDALE ,Domestic Short Haired,Cat,Grey,T,14,Shy
 NORLANE ,Maltese,Dog,Cream,T,9,Bobbi
 GROVEDALE ,Domestic,Cat,Tabby,T,19,Oscar
 HIGHTON ,Domestic,Cat,Brown/Black,T,1,Issy (Isobel)
 GROVEDALE ,Pug/Shih Tzu,Dog,Grey/ White,T,,Baxter
 GROVEDALE ,Maltese/Shih Tzu,Dog,White/Champagne,T,4,Poppy
 BELMONT ,Domestic,Cat,White/Grey,T,7,Mittens
 BELMONT ,Border Collie/Cross,Dog,Black/White,T,16,Jess
 ST ALBANS PARK ,Jack Russell,Dog,Tan/White,T,8,Holly
 BELMONT ,Border Terrier,Dog,Grizzle,T,0,Oscar
 NEWTOWN ,Domestic Long Haired,Cat,Black/White,F,10,Maggie
 HIGHTON ,Jack Russell/Cross,Dog,Tri Colour,T,5,Jilly
 NEWTOWN ,Devon Rex,Cat,Black,T,5,REX
 NEWTOWN ,Shih Tzu/Cross,Dog,Tan/White,T,11,Sally
 NEWTOWN ,Cockerspaniel,Dog,Golden,T,6,Harvey
 NEWTOWN ,Kelpie/Heeler,Dog,Black,T,13,Tia
 HIGHTON ,Shih Tzu/Cross,Dog,Grey/ White,T,5,Basil
 NEWTOWN ,Cockerspaniel,Dog,Black/White,T,6,Snoopy
 HIGHTON ,Whippet,Dog,Blue,T,2,Darcy
 ARMSTRONG CREEK ,Maltese Cross,Dog,Black/White,T,,Gizmo
 OCEAN GROVE ,Labrador,Dog,Yellow,T,11,Levi
 NORTH GEELONG ,Labrador,Dog,Golden,T,2,Nala
 POINT LONSDALE ,Domestic Long Haired,Cat,Grey/Tabby,T,,Beedie
 NORTH GEELONG ,Kelpie,Dog,Black/Tan,T,3,Murray
 LARA ,Staffordshire,Dog,Brindle,T,3,Bella
 LARA ,Miniature/Fox Terrier,Dog,Tri Colour,T,4,Trinny
 OCEAN GROVE ,Whippet,Dog,Grey,T,5,Will
 BELMONT ,Jack Russell,Dog,Black/White,T,2,Anna
 HIGHTON ,Kelpie/Cross,Dog,Black/Tan,F,13,Oscar
 HIGHTON ,Jack Russell/Fox Terrier,Dog,White/Black,F,,Lexie
 BELL PARK ,Domestic Short Haired,Cat,Black,T,3,Charlie
 NORLANE ,German Shepherd,Dog,Black,T,2,Jett
 HIGHTON ,Domestic,Cat,Tortishell,T,2,Zena
 MARSHALL ,Domestic Short Haired,Cat,Ginger/Tabby,T,8,Molly
 HIGHTON ,Domestic,Cat,Ginger,T,15,Timothy
 GROVEDALE ,Domestic,Cat,Tortishell,T,5,Pippi
 MANIFOLD HEIGHTS ,Maltese/Shih Tzu,Dog,White,T,14,Finn
 HIGHTON ,Border Collie,Dog,Black/White,T,14,Max
 HIGHTON ,Domestic Short Haired,Cat,Tortishell,T,14,Gabby
 LARA ,Domestic Short Haired,Cat,Black,T,13,Histamine
 GROVEDALE ,Domestic,Cat,Black/White,T,5,Sookie
 HIGHTON ,Domestic,Cat,Tortishell,T,10,Shelley
 HIGHTON ,Domestic Short Haired,Cat,Ginger/Tabby,T,11,Fletcher
 GROVEDALE ,Miniature/Dachshund,Dog,Black/Tan,T,6,Colin
 WAURN PONDS ,Border Collie,Dog,Black/White,T,6,Ella
 ARMSTRONG CREEK ,American Staffordshire,Dog,White,F,2,Frankie
 NORLANE ,Staffordshire,Dog,Brindle,F,0,Kiara
 HIGHTON ,Spoodle,Dog,Black/White,T,0,Bridget
 WAURN PONDS ,Labrador,Dog,Chocolate,T,0,Maggie
 WAURN PONDS ,Boxer/Staffordshire,Dog,Tri Colour,T,4,Roy
 NORLANE ,Shih Tzu/Maltese,Dog,White/Cream,T,5,Kirra
 NORLANE ,Shih Tzu/Cross,Dog,Tan,T,9,Lara
 HIGHTON ,Golden Retriever,Dog,Golden,T,12,Monty
 NORLANE ,Kelpie,Dog,Black,T,4,Sadie
 DRYSDALE ,Abyssinian/Cross,Cat,Grey,F,17,Buffy
 GROVEDALE ,Labrador,Dog,Black,T,6,Matilda  (a.k.a - Tilley)
 MOUNT DUNEED ,Jack Russell/Cross,Dog,Tri Colour,T,5,Mack
 LARA ,Jack Russell/Cross,Dog,Tan,T,11,Tonka
 THOMSON ,Dachshund,Dog,Red,T,1,Mila
 THOMSON ,Birman,Cat,Seal Point,T,4,Martini
 BELMONT ,Cavalier KC Spaniel,Dog,Tri Colour,T,4,Barnji
 BELMONT ,Blue Heeler,Dog,Blue/Black,T,3,Charlie
 DRYSDALE ,Cavalier KC Spaniel,Dog,Tan/White,F,6,Ruby
 GROVEDALE ,Dachshund,Dog,Black,F,6,Geoffrey
 HIGHTON ,Spoodle,Dog,Golden,T,2,Murray
 GROVEDALE ,Jack Russell/Cross,Dog,White/Tan,T,6,Rosie
 HIGHTON ,Kelpie,Dog,Red/Tan,T,2,Coco
 BELMONT ,Staghound/Cross,Dog,Black,F,1,Bull
 BELMONT ,English Cocker spaniel,Dog,Orange/Roan,T,4,STACEY
 LEOPOLD ,Cavalier KC Spaniel,Dog,Tri Colour,T,5,Daisy
 GROVEDALE ,Fox Terrier/Cross,Dog,Black/White,F,5,Tibby
 HIGHTON ,Terrier,Dog,Tan/White,T,5,ABBIE
 HIGHTON ,Staffordshire,Dog,Brindle,F,7,Marli
 HIGHTON ,Staffordshire/Bull Terrier,Dog,White/Brown,T,11,Lizzie
 GROVEDALE ,English Staffordshire,Dog,Brown/Black,T,5,Georgia
 GROVEDALE ,Staffordshire,Dog,Tri Colour,T,4,Grace Jones (Gracie)
 BARWON HEADS ,Golden Retriever,Dog,Golden,T,8,Maggie
 GROVEDALE ,Staffordshire/Bull Terrier,Dog,Black,F,4,Charlie
 BELMONT ,Labrador,Dog,Yellow,F,,Ike
 HIGHTON ,Devon Rex,Cat,Black/White,T,4,Ziggy
 HIGHTON ,Poodle/Cross,Dog,Black/Grey,T,12,Morrie
 GROVEDALE ,Border Collie,Dog,Black/White,T,1,Archie
 GROVEDALE ,Jack Russell,Dog,White/Tan,T,3,Sally
 HIGHTON ,Labrador/Poodle,Dog,Cream/Apricot,T,1,Bella
 GROVEDALE ,Maltese/Shih Tzu,Dog,Tri Colour,T,6,Rosie
 GROVEDALE ,Maltese,Dog,White,T,4,Sofia
 BARWON HEADS ,German S/H Pointer,Dog,Chocolate/Brown,F,0,Sid
 GROVEDALE ,Cavoodle,Dog,Apricot,T,5,Milli
 GROVEDALE ,Jack Russell,Dog,White/Tan,T,10,Oscar
 HIGHTON ,Domestic Short Haired,Cat,Tortishell,T,6,Mischief
 BELMONT ,Domestic,Cat,Tabby,T,4,Toby
 HIGHTON ,Greyhound,Dog,Fawn,T,3,RONNY
 HIGHTON ,Poodle,Dog,Black,F,10,Nessle
 HIGHTON ,Domestic Short Haired,Cat,Tawny/Tabby,T,14,Smudge
 NEWTOWN ,Domestic,Cat,Tabby,T,15,Tiger
 NEWTOWN ,Domestic,Cat,Black/White,T,3,Bobbi
 NEWTOWN ,Domestic Short Haired,Cat,Black/White,F,2,Roxy
 GROVEDALE ,Border Collie,Dog,Black/White,T,8,Pippa
 HIGHTON ,Japanese Spitz,Dog,White,T,8,Baxter
 BELMONT ,Jack Russell/Cross,Dog,Black/White,F,9,Jeffery
 NEWTOWN ,Boston Terrier,Dog,Brindle/White,F,4,Chloe
 HIGHTON ,Siberian Husky,Dog,Grey/ White,F,,Diesal
 HIGHTON ,Staffordshire,Dog,Brindle,T,4,Febe
 GROVEDALE ,Shih Tzu/Cross,Dog,White/Tan,T,12,Benji
 HERNE HILL ,Wirehaired Terrier,Dog,Tan,T,5,Wiz
 GROVEDALE ,Cavalier KC Spaniel,Dog,Blenheim,T,2,Bella
 GROVEDALE ,Shepherd,Dog,White,T,1,Loki
